result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
1509074f61a0,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",511,89,67,49,4,4.584269662921348,127.25,22.25,19.25,0.20972370229610782,0.006767345397962051,"[0.002214902278148745, 0.007748132537711755, 0.00018798328108257656]","[0.7528089887640449, 0.9772727272727273, 0.9885057471264368, 1.0, 1.0]","[0.1348314606741573, 0.45454545454545453, 0.7241379310344828, 0.8837209302325582, 0.9411764705882353]",3.25,5,3.714007727432385,10,0.0781085987885793,0.007956398650388108,0.14285714285714285
a2ae3958eac6,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",420,79,55,40,4,4.189873417721519,104.25,19.75,16.25,0.21160627962687076,0.016939013029532452,"[0.014722616757665369, 0.0034274614347523935, 0.007258441351880918]","[0.6962025316455697, 0.9743589743589743, 1.0, 1.0, 1.0]","[0.12658227848101267, 0.3717948717948718, 0.6363636363636364, 0.8157894736842105, 0.9333333333333333]",0.75,2,3.5865248226950355,10,0.0741690993309021,0.0041912439888622255,0.1111111111111111
9fdc7b274e16,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",584,101,69,55,5,4.633663366336633,116.8,20.2,19.0,0.2103924839986294,0.01063999988776304,"[0.006456237267225218, 0.008953920519832292, 0.004571687607538122, 0.0012981543809304497]","[0.6831683168316832, 0.94, 0.9696969696969697, 0.9795918367346939, 0.9896907216494846]","[0.10891089108910891, 0.35, 0.5959595959595959, 0.7857142857142857, 0.8969072164948454]",2.8,5,3.237526026604974,10,0.08124743402004242,0.006618835245344956,0.14285714285714285
cbac29cca772,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",483,86,56,43,4,4.5,120.75,21.5,17.75,0.2061421283059738,0.01940284157873773,"[0.0053936432708393545, 0.010332428867166676, 0.013378190230100562]","[0.6511627906976745, 0.9882352941176471, 1.0, 1.0, 1.0]","[0.10465116279069768, 0.32941176470588235, 0.6666666666666666, 0.8433734939759037, 0.9146341463414634]",2.5,4,3.287126464704827,8,0.07571529100338618,0.015119546630656122,0.3333333333333333
3fefaa44d74c,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",395,71,50,33,4,4.436619718309859,98.0,17.75,14.5,0.20970143964796356,0.010187426035997111,"[0.003268656986100321, 0.0030453034809657664, 0.00896717858692958]","[0.704225352112676, 1.0, 1.0, 1.0, 1.0]","[0.1267605633802817, 0.37142857142857144, 0.6231884057971014, 0.8382352941176471, 0.9701492537313433]",3.0,6,3.0198490404119207,8,0.09059309711058934,0.008000923946676619,0.14285714285714285
07c821f4e6a1,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",531,94,67,49,5,4.48936170212766,106.2,18.8,16.8,0.20678686634415672,0.006971433653539305,"[0.002524800734086452, 0.007988873395052831, 0.0029929122863671664, 0.00043628089157216055]","[0.7127659574468085, 0.989247311827957, 1.0, 1.0, 1.0]","[0.11702127659574468, 0.43010752688172044, 0.7282608695652174, 0.9120879120879121, 0.9777777777777777]",1.4,3,3.1250983035613977,9,0.08786117782195409,0.013830070554290308,0.3333333333333333
77fd1608e746,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",419,79,58,41,3,4.177215189873418,139.0,26.333333333333332,23.0,0.2150388116516718,0.006752035828442915,"[0.00249374989585166, 0.004258285932591255]","[0.7341772151898734, 0.9871794871794872, 1.0, 1.0, 1.0]","[0.11392405063291139, 0.3333333333333333, 0.6363636363636364, 0.8289473684210527, 0.96]",2.3333333333333335,3,3.552407704654896,9,0.09339678784211476,0.002673820060739851,0.14285714285714285
fd554aab401f,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",512,98,66,44,4,4.153061224489796,128.0,24.5,20.25,0.20598939231283822,0.014544543318590212,"[0.002705307620944425, 0.005726515498512219, 0.013384991858428674]","[0.673469387755102, 0.979381443298969, 1.0, 1.0, 1.0]","[0.10204081632653061, 0.36082474226804123, 0.6145833333333334, 0.8, 0.9042553191489362]",2.25,4,3.364401001636337,8,0.07716642320156097,0.0154250186169273,0.25
55aa666b64dd,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",434,78,59,37,4,4.371794871794871,107.75,19.5,17.0,0.2175722396946526,0.0022459907019120964,"[0.00210584321665383, 0.0006199048625098458, 0.0006432379737044691]","[0.7564102564102564, 1.0, 1.0, 1.0, 1.0]","[0.1282051282051282, 0.35064935064935066, 0.631578947368421, 0.8266666666666667, 0.9594594594594594]",1.75,4,3.0562507667770826,9,0.09184887260198593,0.007740676146701486,0.1111111111111111
166b06b923fd,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",546,98,69,52,5,4.479591836734694,109.2,19.6,17.0,0.21305211133367155,0.009928415881262878,"[0.0006281018257141002, 0.002586633076161249, 0.0015913611221080592, 0.015050735738542348]","[0.7040816326530612, 0.979381443298969, 1.0, 1.0, 1.0]","[0.10204081632653061, 0.3917525773195876, 0.6458333333333334, 0.8, 0.8829787234042553]",2.0,3,3.337216837049985,9,0.07397127399841945,0.0012995805752606393,0.1111111111111111
ea495e64458e,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",527,99,68,47,5,4.222222222222222,105.4,19.8,17.4,0.2066794050500748,0.012400694791372721,"[0.0006744897726810584, 0.005819682776927931, 0.009140788302535091, 0.009166428730601361]","[0.6868686868686869, 0.9897959183673469, 1.0, 1.0, 1.0]","[0.12121212121212122, 0.40816326530612246, 0.711340206185567, 0.875, 0.9473684210526315]",2.0,3,3.2723109063557816,8,0.060808829963207245,0.014044993142454165,0.1111111111111111
56f237d79519,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",460,83,64,44,4,4.433734939759036,114.75,20.75,18.5,0.20546225513514707,0.009725525202574543,"[0.0010280011278210044, 0.003222274960893584, 0.010338011715147227]","[0.7710843373493976, 1.0, 1.0, 1.0, 1.0]","[0.13253012048192772, 0.47560975609756095, 0.7530864197530864, 0.9375, 0.9746835443037974]",2.0,3,3.329865950445219,9,0.06828860938549042,0.0164792929723096,0.25
f9daad4f7085,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",501,94,67,46,5,4.26595744680851,100.2,18.8,16.6,0.21338046599125515,0.02322538493608234,"[0.00777491482477341, 0.013891861159286228, 0.00837128539370674, 0.016412708494398298]","[0.7127659574468085, 0.978494623655914, 1.0, 1.0, 1.0]","[0.11702127659574468, 0.3978494623655914, 0.717391304347826, 0.8571428571428571, 0.9666666666666667]",2.2,4,3.195988812452227,10,0.07039536535739899,0.0006428712600934361,0.14285714285714285
26cf16ccae23,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",319,60,49,32,3,4.216666666666667,106.33333333333333,20.0,18.0,0.2099237943128232,0.018020771660356455,"[0.0038507356093480105, 0.014170036051008444]","[0.8166666666666667, 1.0, 1.0, 1.0, 1.0]","[0.18333333333333332, 0.5254237288135594, 0.7758620689655172, 0.9298245614035088, 0.9821428571428571]",2.0,2,3.0392390242014304,8,0.08317249764998753,0.007556214616957324,0.1111111111111111
e581e7b8b85c,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",588,107,77,55,5,4.420560747663552,117.6,21.4,19.4,0.208122941099032,0.010461574736294096,"[0.0012301713774055811, 0.001438240313426764, 0.010820960276054614, 0.007433777505701233]","[0.719626168224299, 0.9811320754716981, 1.0, 1.0, 1.0]","[0.102803738317757, 0.3867924528301887, 0.7238095238095238, 0.9038461538461539, 0.9805825242718447]",3.0,4,3.4264713309018417,9,0.07084294160207112,0.01115792104453972,0.14285714285714285
1d861ad57d23,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",440,80,57,40,5,4.3625,87.2,16.0,13.8,0.20939055925760514,0.016474170557090204,"[0.0035556536345254797, 0.00811029672622679, 0.0014050092015947535, 0.019877381551833384]","[0.7125, 0.9620253164556962, 1.0, 1.0, 1.0]","[0.125, 0.43037974683544306, 0.7948717948717948, 0.935064935064935, 0.9868421052631579]",2.4,8,2.6286548636548637,7,0.0970713421702385,0.00862268472739347,0.25
667b2b4f3b54,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",551,100,76,54,5,4.4,110.2,20.0,18.2,0.21296176366419495,0.02281141845565854,"[0.016075722542073984, 0.018919289277659512, 0.007851504316233632, 0.0027763207753499497]","[0.76, 0.9797979797979798, 1.0, 1.0, 1.0]","[0.12, 0.3939393939393939, 0.7448979591836735, 0.8969072164948454, 0.96875]",2.4,3,2.785931407094198,8,0.13358950863281885,0.0014802759142138466,0.5
34b4b78f52bf,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",532,99,68,47,5,4.2727272727272725,106.4,19.8,17.4,0.20704524297608368,0.01368318309773614,"[0.0006744897726810584, 0.005819682776927931, 0.009140788302535091, 0.0117314053433282]","[0.6868686868686869, 0.9897959183673469, 1.0, 1.0, 1.0]","[0.12121212121212122, 0.40816326530612246, 0.6907216494845361, 0.8541666666666666, 0.9368421052631579]",2.0,3,3.2723109063557816,8,0.060146503150463104,0.013313317290436388,0.1111111111111111
1a56a5054149,"['gemini-1.5-flash', 'petrol-diesel-pump']","['model', 'id']",365,64,51,36,5,4.453125,72.6,12.8,12.0,0.20650130122426957,0.014180763349646616,"[0.002536687641948837, 0.014760049364783562, 0.008918690681457536, 0.0021460990111032974]","[0.796875, 1.0, 1.0, 1.0, 1.0]","[0.15625, 0.5079365079365079, 0.7903225806451613, 0.9344262295081968, 0.9833333333333333]",1.8,4,2.664519140989729,6,0.07847880820433299,0.014401200794064595,0.14285714285714285
54c881125553,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",703,124,86,63,5,4.564516129032258,140.6,24.8,21.8,0.2123226461139509,0.009828535377076189,"[0.005040367999497586, 0.0017140040210649188, 0.009462523154723346, 0.003440175578866528]","[0.6935483870967742, 0.983739837398374, 1.0, 1.0, 1.0]","[0.0967741935483871, 0.3170731707317073, 0.6147540983606558, 0.8016528925619835, 0.8833333333333333]",3.0,4,3.3084111326784216,10,0.05641314387321472,0.004602285248679616,0.0625
f602281900d9,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",524,96,68,47,5,4.322916666666667,104.8,19.2,17.4,0.212251578570515,0.006884772597069558,"[0.005106859773361061, 0.00658204874607049, 0.0016874367540532786, 0.00039319992065428577]","[0.7083333333333334, 0.9894736842105263, 1.0, 1.0, 1.0]","[0.11458333333333333, 0.3473684210526316, 0.5957446808510638, 0.7956989247311828, 0.9130434782608695]",2.2,4,3.054402419524371,9,0.06429813305536906,0.004744420335551447,0.0625
e842098ca59b,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",435,79,58,40,5,4.379746835443038,87.0,15.8,14.6,0.21333907200739935,0.014002423656146887,"[0.0017822185788253508, 0.0006992750697665806, 0.005700375825639731, 0.01982297783806211]","[0.7341772151898734, 0.9487179487179487, 0.987012987012987, 1.0, 1.0]","[0.12658227848101267, 0.3974358974358974, 0.7142857142857143, 0.9342105263157895, 0.9733333333333334]",2.2,5,2.905223144976466,9,0.082098421951135,0.002569433461782733,0.5
6774a5e55bc1,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",371,68,47,35,3,4.3088235294117645,123.66666666666667,22.666666666666668,19.333333333333332,0.21314171903273638,0.015096937391776422,"[0.004775601926476081, 0.01032133546530034]","[0.6911764705882353, 0.9701492537313433, 1.0, 1.0, 1.0]","[0.14705882352941177, 0.4626865671641791, 0.7727272727272727, 0.8769230769230769, 0.9375]",2.6666666666666665,5,3.195235732009926,9,0.06192497412363688,0.0029641394111086794,0.14285714285714285
e2a90a1484c9,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",552,101,73,47,5,4.356435643564357,110.4,20.2,17.8,0.2142318325060369,0.01564653837491596,"[0.004550390584128261, 0.003144762732765899, 0.012658947886842659, 0.010938975546095103]","[0.7227722772277227, 0.97, 1.0, 1.0, 1.0]","[0.1188118811881188, 0.4, 0.6363636363636364, 0.7857142857142857, 0.8762886597938144]",2.4,6,3.0034721067221066,10,0.06091097493966421,0.0007839124645076523,0.14285714285714285
94266b3412b5,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",522,96,66,40,5,4.333333333333333,104.4,19.2,17.4,0.2128137752795831,0.012691473403964357,"[0.007783637113041336, 0.0034907647455581226, 0.0037440330693216117, 0.010364511880007643]","[0.6875, 0.9578947368421052, 1.0, 1.0, 1.0]","[0.125, 0.37894736842105264, 0.6595744680851063, 0.8387096774193549, 0.9239130434782609]",2.6,4,3.215820789675441,9,0.07108231882254283,0.0036200269174152533,0.0625
7ebb1369d1b4,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",494,88,61,43,4,4.488636363636363,123.5,22.0,19.5,0.2121805287278768,0.009142112747702009,"[0.00026335852159248274, 0.0010337446781014115, 0.01241606592185912]","[0.6931818181818182, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.10227272727272728, 0.3448275862068966, 0.6627906976744186, 0.8235294117647058, 0.9166666666666666]",2.25,4,3.2905892911315604,10,0.05354151129722595,0.004886520020827845,0.0625
0437bd87442c,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",285,53,42,24,3,4.226415094339623,94.33333333333333,17.666666666666668,16.0,0.21371198110822318,0.030785492488316163,"[0.012175340737615337, 0.018610151750700826]","[0.7924528301886793, 0.9807692307692307, 1.0, 1.0, 1.0]","[0.20754716981132076, 0.6730769230769231, 0.8627450980392157, 0.94, 1.0]",1.3333333333333333,3,2.9818920916481892,9,0.06326129535833995,0.0018236152601350808,0.14285714285714285
da3d1d778790,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",460,84,64,40,3,4.369047619047619,153.0,28.0,25.333333333333332,0.21149152570810073,0.008912418133173228,"[0.00026224056879678437, 0.008650177564376443]","[0.7619047619047619, 0.9879518072289156, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.3493975903614458, 0.6341463414634146, 0.8395061728395061, 0.925]",4.666666666666667,5,3.9462608987256877,11,0.06108533094326655,0.006264526060379971,0.0625
16c94c4d7808,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",297,52,36,27,3,4.576923076923077,99.0,17.333333333333332,15.333333333333334,0.213293684683634,0.017157523469491454,"[0.0040342771344714645, 0.013123246335019989]","[0.6923076923076923, 0.9803921568627451, 1.0, 1.0, 1.0]","[0.15384615384615385, 0.45098039215686275, 0.78, 0.9183673469387755, 0.9791666666666666]",1.3333333333333333,2,3.1137415824915826,8,0.06560810655355453,0.0026602081093134444,0.14285714285714285
5d1eb3f15805,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",450,79,52,33,3,4.6075949367088604,150.0,26.333333333333332,21.0,0.2165686400099234,0.008431022271608246,"[0.002823895031398377, 0.005607127240209869]","[0.6582278481012658, 0.9743589743589743, 0.987012987012987, 1.0, 1.0]","[0.1518987341772152, 0.46153846153846156, 0.6883116883116883, 0.8157894736842105, 0.9066666666666666]",3.6666666666666665,5,4.093948835059674,11,0.05572965741157532,0.003889702543265372,0.0625
4896de8578e3,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",461,84,59,43,4,4.357142857142857,115.0,21.0,18.5,0.21345362103526644,0.01092546534519745,"[0.011929502367695466, 0.0012559114080487044, 0.0032027842420520036]","[0.7023809523809523, 0.9879518072289156, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.3373493975903614, 0.6341463414634146, 0.8148148148148148, 0.9125]",2.0,3,3.208766745468873,8,0.05442983160416285,0.002340335406048555,0.14285714285714285
f2ebe70ba382,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",422,72,53,35,4,4.680555555555555,104.75,18.0,15.5,0.21769141259313632,0.012908142237436174,"[0.0012089371681213157, 0.006121690736876573, 0.012031585451156374]","[0.7361111111111112, 1.0, 1.0, 1.0, 1.0]","[0.1388888888888889, 0.5070422535211268, 0.7714285714285715, 0.9420289855072463, 1.0]",3.5,5,2.835687628747222,7,0.05818973730007807,0.006135247709691205,0.0625
f6b607b9d2d1,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",337,60,44,32,3,4.5,112.33333333333333,20.0,17.666666666666668,0.2135434179536758,0.007637471502477483,"[0.00031706997842501083, 0.007320401524052472]","[0.7333333333333333, 0.9830508474576272, 1.0, 1.0, 1.0]","[0.18333333333333332, 0.5084745762711864, 0.7758620689655172, 0.9473684210526315, 0.9821428571428571]",3.6666666666666665,4,3.246004092693988,9,0.059607582787672676,0.0021607415692298515,0.0625
9e9e471e629f,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",477,83,59,39,4,4.614457831325301,118.5,20.75,18.75,0.21466535193073927,0.003937866731926254,"[0.0010872162050671041, 0.0006451778941684305, 0.004174405998653846]","[0.7108433734939759, 1.0, 1.0, 1.0, 1.0]","[0.14457831325301204, 0.4268292682926829, 0.7407407407407407, 0.925, 0.9873417721518988]",2.75,4,3.4117016317016318,11,0.06140875816345215,8.312638489710311e-05,0.0625
be5e676a65f8,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",379,72,51,35,4,4.125,94.25,18.0,15.25,0.21134974084982353,0.007240195186049847,"[0.0051775925689273306, 0.0027257401533801184, 0.0029569600567673215]","[0.7083333333333334, 0.9436619718309859, 1.0, 1.0, 1.0]","[0.1527777777777778, 0.4225352112676056, 0.7428571428571429, 0.9420289855072463, 1.0]",2.25,3,3.160708544329234,9,0.06126780559619268,0.006548095776934382,0.0625
86db49d043bb,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",457,82,57,39,5,4.5,91.4,16.4,14.8,0.2141260385674182,0.025034889518612546,"[0.011493986513879562, 0.014584600925445557, 0.005926548381044394, 0.01806464321685558]","[0.6951219512195121, 0.9506172839506173, 0.9875, 1.0, 1.0]","[0.12195121951219512, 0.37037037037037035, 0.625, 0.8354430379746836, 0.9487179487179487]",1.2,2,2.992303607955782,8,0.058456984659036,0.0009955003417450592,0.0625
2efba6ca0885,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",595,99,72,52,5,4.858585858585859,118.6,19.8,18.2,0.21046882679020118,0.025670238155307196,"[0.007391619654524312, 0.018434335635258592, 0.017408337015094172, 0.008106184005737316]","[0.7272727272727273, 0.9795918367346939, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.35714285714285715, 0.6288659793814433, 0.78125, 0.8736842105263158]",3.2,5,3.3783617849655587,10,0.07106065501769383,0.008309923896179072,0.5
bdd89153d0f2,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",491,92,63,46,4,4.206521739130435,122.0,23.0,19.0,0.21150407958145878,0.007957530824423612,"[0.00415126569945401, 0.0006915390746206063, 0.0070934914625608025]","[0.6847826086956522, 0.967032967032967, 1.0, 1.0, 1.0]","[0.10869565217391304, 0.3626373626373626, 0.6444444444444445, 0.8202247191011236, 0.9318181818181818]",3.75,6,3.4900132246589024,9,0.07226303219795227,0.006239418313663869,0.0625
d9de835bba69,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",304,56,40,28,3,4.303571428571429,101.33333333333333,18.666666666666668,15.0,0.21633479125285274,0.019459554011171526,"[0.0040342771344714645, 0.015425276876700061]","[0.7142857142857143, 1.0, 1.0, 1.0, 1.0]","[0.19642857142857142, 0.5272727272727272, 0.7407407407407407, 0.8679245283018868, 0.9423076923076923]",1.6666666666666667,3,3.0655934343434343,8,0.08647528787453969,0.0034220050291240423,0.14285714285714285
b1d5447d922b,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",467,88,61,41,5,4.193181818181818,93.4,17.6,15.8,0.21307656088980234,0.022763716389527122,"[0.011493986513879562, 0.0171257502803899, 0.008101284712344614, 0.008806411272440168]","[0.6931818181818182, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.125, 0.42528735632183906, 0.7325581395348837, 0.8823529411764706, 0.9642857142857143]",2.4,4,2.8838647342995167,9,0.06314531962076823,0.00309445569697675,0.0625
ec91db7e0549,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",295,52,40,30,2,4.5576923076923075,147.5,26.0,22.0,0.20925437554545787,0.0002933664199633035,[0.00014668320998165174],"[0.7692307692307693, 1.0, 1.0, 1.0, 1.0]","[0.15384615384615385, 0.43137254901960786, 0.7, 0.9387755102040817, 1.0]",2.5,4,4.198640116561438,11,0.05358544488747915,0.0107388263856657,0.0625
8325b166f542,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",390,74,51,34,5,4.148648648648648,78.0,14.8,13.2,0.21447136196010677,0.005574098560545179,"[0.0006734357939826296, 0.0032719175020853586, 0.006381846798790836, 0.0008209970262315347]","[0.6891891891891891, 1.0, 1.0, 1.0, 1.0]","[0.16216216216216217, 0.5068493150684932, 0.8055555555555556, 0.9014084507042254, 0.9428571428571428]",1.2,3,2.464915785350568,6,0.060855371256669365,0.00030485355636789,0.14285714285714285
912747848bd0,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",500,89,61,45,5,4.48314606741573,100.0,17.8,16.0,0.21137654293667185,0.01332695268922382,"[0.010782853762308753, 0.0033153155837396253, 0.005301372571424989, 0.007254363460974272]","[0.6853932584269663, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.12359550561797752, 0.36363636363636365, 0.632183908045977, 0.8255813953488372, 0.9411764705882353]",1.4,2,3.007744608017189,8,0.061573428412278496,0.006494491603237729,0.0625
104aa0ca95e0,"['gemini-1.5-flash', 'organ-empire-comply']","['model', 'id']",612,108,73,55,5,4.583333333333333,122.4,21.6,19.8,0.2117754183232985,0.0058195998956075135,"[0.006856851874690373, 0.00028539252659631753, 0.0003771989264040043, 0.004119756463524332]","[0.6759259259259259, 0.9719626168224299, 1.0, 1.0, 1.0]","[0.09259259259259259, 0.308411214953271, 0.6132075471698113, 0.8571428571428571, 0.9711538461538461]",2.6,4,3.3338208355571766,11,0.05427647878726324,0.005696740829984448,0.0625
