result_id,respondent_id,item_id,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
R_8d77LowRrq3xFfJ_Q1,R_8d77LowRrq3xFfJ,petrol-diesel-pump,631,115,74,40,4,4.434782608695652,157.0,28.75,25.25,0.21077182598603078,0.03851475980579823,"[0.6229508196721312, 0.9504132231404959, 0.9833333333333333, 1.0, 1.0]",0.16598066091537475,0.0063219750314428835,1.0
R_8mJxG00fCL8kz05_Q1,R_8mJxG00fCL8kz05,petrol-diesel-pump,356,67,48,29,4,4.253731343283582,88.25,16.75,15.25,0.21321461925952892,0.02251400436673845,"[0.6986301369863014, 0.9583333333333334, 1.0, 1.0, 1.0]",0.18705675772258212,0.0014363884844466046,1.0
R_2BoHBhJy5N6y8ZX_Q1,R_2BoHBhJy5N6y8ZX,petrol-diesel-pump,385,77,55,21,6,3.896103896103896,63.333333333333336,12.833333333333334,12.0,0.20302943672452653,0.1639473589261373,"[0.6666666666666666, 0.9186046511627907, 0.9764705882352941, 1.0, 1.0]",0.14316616739545548,0.021806753554451386,0.5
R_2JzuWAk6bRQPato_Q1,R_2JzuWAk6bRQPato,petrol-diesel-pump,256,52,43,23,3,3.8653846153846154,84.66666666666667,17.333333333333332,16.333333333333332,0.21476632804267493,0.04595922136203548,"[0.8035714285714286, 1.0, 1.0, 1.0, 1.0]",0.1618815609386989,0.0016670290818454059,0.5
R_8sBNWJpZHPgPqua_Q1,R_8sBNWJpZHPgPqua,petrol-diesel-pump,225,44,37,17,4,4.045454545454546,55.5,11.0,10.5,0.20098627402501948,0.022265438238779706,"[0.7916666666666666, 1.0, 1.0, 1.0, 1.0]",0.14890537432261874,0.025893078953465487,0.5
R_8IgTefujpZYzrxD_Q1,R_8IgTefujpZYzrxD,petrol-diesel-pump,443,78,58,44,4,4.576923076923077,110.0,19.5,18.0,0.21062671413633335,0.01228425037801221,"[0.6896551724137931, 0.9651162790697675, 1.0, 1.0, 1.0]",0.17856794425419398,0.006612198730837737,1.0
R_2rra18JsIdbb7pI_Q1,R_2rra18JsIdbb7pI,petrol-diesel-pump,332,65,51,24,5,3.9846153846153847,65.6,13.0,12.6,0.21490484735240106,0.029738335453328657,"[0.7051282051282052, 0.922077922077922, 0.9868421052631579, 1.0, 1.0]",0.15217092718396869,0.0019440677012976804,0.3333333333333333
R_2VPJFAhkG6jzuXy_Q1,R_2VPJFAhkG6jzuXy,petrol-diesel-pump,327,62,54,24,3,4.161290322580645,108.0,20.666666666666668,20.0,0.21712700050810108,0.04710648953914642,"[0.8115942028985508, 1.0, 1.0, 1.0, 1.0]",0.1754734924861363,0.006388374012697706,1.0
R_2joIDdCu9ghOfCw_Q1,R_2joIDdCu9ghOfCw,petrol-diesel-pump,494,90,66,40,7,4.366666666666666,69.57142857142857,12.857142857142858,12.285714285714286,0.20448340628391656,0.026833083878749282,"[0.6634615384615384, 0.9223300970873787, 0.9901960784313726, 1.0, 1.0]",0.13206261566707067,0.01889881443567132,0.2
R_2cHcLwZLH3kFnm9_Q1,R_2cHcLwZLH3kFnm9,petrol-diesel-pump,437,91,63,34,6,3.7252747252747254,72.0,15.166666666666666,14.333333333333334,0.20726680404999676,0.009990453909313869,"[0.6767676767676768, 0.9693877551020408, 1.0, 1.0, 1.0]",0.16183475596564156,0.013332018903510934,0.5
R_8FjH6e5PsshRtjr_Q1,R_8FjH6e5PsshRtjr,petrol-diesel-pump,343,73,54,24,7,3.6164383561643834,48.285714285714285,10.428571428571429,9.714285714285714,0.20544350708740344,0.27672624581705324,"[0.6951219512195121, 0.9876543209876543, 1.0, 1.0, 1.0]",0.14747067519596646,0.01697861282869756,0.5
R_2bxsVUkaSaFXjdD_Q1,R_2bxsVUkaSaFXjdD,petrol-diesel-pump,563,96,69,43,5,4.760416666666667,111.8,19.2,17.0,0.21204910081618383,0.020563782495681707,"[0.6728971962616822, 0.9811320754716981, 1.0, 1.0, 1.0]",0.1474947350365775,0.003767425371136779,1.0
R_2pgeIFWQlDZignv_Q1,R_2pgeIFWQlDZignv,petrol-diesel-pump,654,123,81,45,6,4.260162601626016,108.0,20.5,18.166666666666668,0.20997079809506733,0.012459900949070325,"[0.6461538461538462, 0.9689922480620154, 0.9921875, 1.0, 1.0]",0.1507034625325884,0.007924030813369787,0.3333333333333333
R_8WxkYgki5yinZhV_Q1,R_8WxkYgki5yinZhV,petrol-diesel-pump,387,76,54,32,5,4.0131578947368425,76.4,15.2,14.2,0.21023686734899397,0.017152489650817143,"[0.6951219512195121, 0.9259259259259259, 1.0, 1.0, 1.0]",0.18033332313810077,0.007391892305516512,0.5
R_8VKNz0tY7nY6fDq_Q1,R_8VKNz0tY7nY6fDq,petrol-diesel-pump,204,41,34,15,4,3.975609756097561,50.25,10.25,10.0,0.20713827723548525,0.2831091456943088,"[0.7777777777777778, 1.0, 1.0, 1.0, 1.0]",0.1563637069293431,0.013589072532533941,1.0
R_2YKQTEPFuU2GBvV_Q1,R_2YKQTEPFuU2GBvV,petrol-diesel-pump,436,82,58,27,5,4.195121951219512,86.4,16.4,14.4,0.20859733402219593,0.035351859104065686,"[0.6559139784946236, 0.9347826086956522, 1.0, 1.0, 1.0]",0.14241809844970704,0.010670958959112575,0.3333333333333333
R_8K7NzHgqM00gKVF_Q1,R_8K7NzHgqM00gKVF,petrol-diesel-pump,616,118,76,42,8,4.11864406779661,76.0,14.75,13.625,0.2096851608617519,0.01628488907738337,"[0.5954198473282443, 0.9461538461538461, 1.0, 1.0, 1.0]",0.16485233306884767,0.008495305280000642,1.0
R_21jCVrcLzykPU4h_Q1,R_21jCVrcLzykPU4h,petrol-diesel-pump,308,54,44,25,7,4.555555555555555,43.714285714285715,7.714285714285714,7.714285714285714,0.2092747724056244,0.032181644250476184,"[0.7727272727272727, 0.9384615384615385, 0.984375, 1.0, 1.0]",0.16879068783351353,0.00931608219225566,1.0
R_2iUnWVtJB7cvKHj_Q1,R_2iUnWVtJB7cvKHj,petrol-diesel-pump,468,92,66,35,7,3.9782608695652173,66.0,13.142857142857142,12.285714285714286,0.20796037922386362,0.03292200328811766,"[0.6730769230769231, 0.9805825242718447, 1.0, 1.0, 1.0]",0.1485470414161682,0.0119448685557772,0.5
R_2XcT1LBVLYHa6hX_Q1,R_2XcT1LBVLYHa6hX,petrol-diesel-pump,559,98,71,36,4,4.540816326530612,139.0,24.5,23.25,0.21196304654318188,0.003024212740085741,"[0.6581196581196581, 0.9568965517241379, 1.0, 1.0, 1.0]",0.1747988019670759,0.003939533917140692,1.0
R_8XAZuGtUxE4LglP_Q1,R_8XAZuGtUxE4LglP,petrol-diesel-pump,445,91,64,35,3,3.8351648351648353,147.33333333333334,30.333333333333332,25.0,0.2082162444331065,0.03068010757366818,"[0.6907216494845361, 0.96875, 1.0, 1.0, 1.0]",0.13263704606464932,0.011433138137291465,0.2
R_8kQG02fwq7ubaOB_Q1,R_8kQG02fwq7ubaOB,petrol-diesel-pump,308,68,52,22,5,3.514705882352941,60.8,13.6,13.2,0.21209954699396572,0.21322470704714458,"[0.7297297297297297, 0.958904109589041, 1.0, 1.0, 1.0]",0.16660807132720948,0.0036665330155730147,1.0
R_8dVYGXDIccl6jkg_Q1,R_8dVYGXDIccl6jkg,petrol-diesel-pump,515,100,66,39,3,4.13,170.66666666666666,33.333333333333336,27.666666666666668,0.21290532023961406,0.020528178054745466,"[0.6415094339622641, 0.9428571428571428, 1.0, 1.0, 1.0]",0.18912725448608397,0.0020549865242763254,1.0
R_2sKl3oqSfQrqNI5_Q1,R_2sKl3oqSfQrqNI5,petrol-diesel-pump,533,91,59,38,4,4.714285714285714,132.25,22.75,19.5,0.2146792924760246,0.012996225532211653,"[0.6190476190476191, 0.9615384615384616, 0.9805825242718447, 1.0, 1.0]",0.17281734091894968,0.0014929579485447597,1.0
R_2sdMlOguKbuAvfg_Q3,R_2sdMlOguKbuAvfg,organ-empire-comply,584,105,78,46,5,4.476190476190476,115.8,21.0,19.6,0.20830511827975656,0.010641356522128678,"[0.7017543859649122, 0.9557522123893806, 1.0, 1.0, 1.0]",0.17125248398099627,0.012353042275309922,1.0
R_8FjH6e5PsshRtjr_Q3,R_8FjH6e5PsshRtjr,organ-empire-comply,311,61,50,21,4,4.049180327868853,77.0,15.25,14.0,0.20732518292608715,0.034236380978236114,"[0.7878787878787878, 1.0, 1.0, 1.0, 1.0]",0.18691814626966205,0.014312912982648751,1.0
R_8IgyrHkEhSlOgd5_Q3,R_8IgyrHkEhSlOgd5,organ-empire-comply,235,39,35,22,3,4.897435897435898,77.33333333333333,13.0,12.666666666666666,0.2146263024507663,0.01809777428233436,"[0.8409090909090909, 1.0, 1.0, 1.0, 1.0]",0.18665577002934047,0.00028932606670956096,1.0
R_2LTbPAQf8NZ0wRb_Q3,R_2LTbPAQf8NZ0wRb,organ-empire-comply,311,58,45,20,3,4.310344827586207,103.0,19.333333333333332,17.666666666666668,0.21421534638655812,0.027921444697985576,"[0.7619047619047619, 1.0, 1.0, 1.0, 1.0]",0.18607560736792428,0.0005325860617068079,0.5
R_8wT7Ix8TsW7XbEo_Q3,R_8wT7Ix8TsW7XbEo,organ-empire-comply,231,44,37,19,3,4.25,76.33333333333333,14.666666666666666,13.666666666666666,0.21134376525878906,0.022949846964033793,"[0.8125, 0.9787234042553191, 1.0, 1.0, 1.0]",0.20386639492852346,0.0062757483172449224,1.0
R_8JLzPcPzxxmeT2T_Q3,R_8JLzPcPzxxmeT2T,organ-empire-comply,387,69,47,25,5,4.492753623188406,76.6,13.8,11.8,0.21170472979545593,0.01726730664571126,"[0.6410256410256411, 0.9090909090909091, 0.9868421052631579, 1.0, 1.0]",0.1662919044494629,0.005553819243911184,0.3333333333333333
R_2cHcLwZLH3kFnm9_Q3,R_2cHcLwZLH3kFnm9,organ-empire-comply,329,68,50,24,4,3.7941176470588234,81.5,17.0,15.0,0.20719840561134228,0.022570916773780904,"[0.7027027027027027, 0.958904109589041, 1.0, 1.0, 1.0]",0.1661090646471296,0.014566467612138478,0.3333333333333333
R_8v92A9H3hnaw1QI_Q3,R_8v92A9H3hnaw1QI,organ-empire-comply,471,87,60,34,4,4.367816091954023,117.5,21.75,20.0,0.20810409015087733,0.012385692577513447,"[0.6595744680851063, 0.946236559139785, 0.9891304347826086, 1.0, 1.0]",0.16120483364377702,0.012755098533068387,0.3333333333333333
R_8DSuE0JfUBgPxHX_Q3,R_8DSuE0JfUBgPxHX,organ-empire-comply,214,45,34,16,3,3.6444444444444444,70.66666666666667,15.0,13.333333333333334,0.20947785178820294,0.03833459218343099,"[0.7058823529411765, 0.98, 1.0, 1.0, 1.0]",0.15832995516913279,0.010007575258417167,0.3333333333333333
R_87z2b4sr7in6R21_Q3,R_87z2b4sr7in6R21,organ-empire-comply,596,110,77,41,5,4.336363636363636,118.4,22.0,19.2,0.21152373145266276,0.03888414267337685,"[0.6639344262295082, 0.9669421487603306, 0.9916666666666667, 1.0, 1.0]",0.19390118973595755,0.0059158159294975254,1.0
R_2VPJFAhkG6jzuXy_Q3,R_2VPJFAhkG6jzuXy,organ-empire-comply,297,54,43,25,4,4.37037037037037,73.25,13.5,12.25,0.20841898143291473,0.00563804724859814,"[0.7377049180327869, 0.9833333333333333, 1.0, 1.0, 1.0]",0.16951088905334472,0.012125315968993577,0.5
R_2iUnWVtJB7cvKHj_Q3,R_2iUnWVtJB7cvKHj,organ-empire-comply,343,73,50,25,5,3.643835616438356,67.8,14.6,13.0,0.20493639906247457,0.20976174977563677,"[0.65, 0.9873417721518988, 1.0, 1.0, 1.0]",0.1907609019960676,0.019090480709873903,1.0
R_8K7NzHgqM00gKVF_Q3,R_8K7NzHgqM00gKVF,organ-empire-comply,524,98,68,35,5,4.275510204081633,103.8,19.6,17.6,0.21099662640515496,0.009685375834956308,"[0.6481481481481481, 0.9719626168224299, 0.9905660377358491, 1.0, 1.0]",0.201865816116333,0.006970026024513132,1.0
R_8dVYGXDIccl6jkg_Q3,R_8dVYGXDIccl6jkg,organ-empire-comply,370,68,49,24,3,4.352941176470588,122.33333333333333,22.666666666666668,20.0,0.2123226929402006,0.018430694118960866,"[0.6933333333333334, 0.9864864864864865, 1.0, 1.0, 1.0]",0.19791650942393713,0.004317892954421865,1.0
R_2mqjhNO26XNoi6R_Q3,R_2mqjhNO26XNoi6R,organ-empire-comply,403,76,59,30,4,4.2105263157894735,99.75,19.0,17.75,0.21203298459107847,0.007006472128408936,"[0.7261904761904762, 1.0, 1.0, 1.0, 1.0]",0.18224105664661952,0.004897309652666104,0.5
R_2G1cvocEgxet2xf_Q3,R_2G1cvocEgxet2xf,organ-empire-comply,484,93,70,33,5,4.150537634408602,96.6,18.6,17.0,0.20912861157998894,0.024135164361374042,"[0.6990291262135923, 0.9215686274509803, 0.9801980198019802, 1.0, 1.0]",0.1825009993144444,0.010706055674845172,0.5
R_8o6ejl1aVHjSI9z_Q3,R_8o6ejl1aVHjSI9z,organ-empire-comply,374,73,54,34,3,4.054794520547945,124.0,24.333333333333332,21.666666666666668,0.20712557514721058,0.008194302583669683,"[0.7125, 0.9746835443037974, 1.0, 1.0, 1.0]",0.222501688344138,0.014712128540401881,1.0
R_2fDGzWQwo9sISmC_Q3,R_2fDGzWQwo9sISmC,organ-empire-comply,232,47,31,18,1,3.9148936170212765,231.0,47.0,31.0,0.21310732177659578,0.0,"[0.6666666666666666, 0.9574468085106383, 0.9782608695652174, 1.0, 1.0]",0.2009293930871146,0.002748635281631495,1.0
R_2pgeIFWQlDZignv_Q3,R_2pgeIFWQlDZignv,organ-empire-comply,308,57,42,26,3,4.333333333333333,101.66666666666667,19.0,16.666666666666668,0.20948564584438617,0.010775785361017476,"[0.7213114754098361, 1.0, 1.0, 1.0, 1.0]",0.17437239033835275,0.009991987146050707,1.0
R_8VKNz0tY7nY6fDq_Q3,R_8VKNz0tY7nY6fDq,organ-empire-comply,191,39,30,14,4,3.8205128205128207,47.0,9.75,9.75,0.20729691445172488,0.030640562375386537,"[0.7441860465116279, 0.9523809523809523, 0.975609756097561, 1.0, 1.0]",0.16799465077263967,0.01436944993137329,0.5
R_8bVpeztZaqiDial_Q3,R_8bVpeztZaqiDial,organ-empire-comply,217,44,31,13,2,3.9318181818181817,108.0,22.0,18.5,0.213584663776251,0.0023006626537868113,"[0.7111111111111111, 0.9772727272727273, 1.0, 1.0, 1.0]",0.17508519547326223,0.0017939512823210713,0.5
R_2zUqf0C1wjV8ASQ_Q3,R_2zUqf0C1wjV8ASQ,organ-empire-comply,357,68,51,26,4,4.161764705882353,88.25,17.0,16.0,0.21312437681051402,0.01899816592534383,"[0.7162162162162162, 0.958904109589041, 1.0, 1.0, 1.0]",0.176636004447937,0.002714525213795005,0.3333333333333333
R_82McyGIYTts4bOU_Q3,R_82McyGIYTts4bOU,organ-empire-comply,491,99,78,36,6,3.8686868686868685,81.0,16.5,15.333333333333334,0.21327249464534578,0.0198604302528577,"[0.7477477477477478, 0.9818181818181818, 1.0, 1.0, 1.0]",0.2246899621827262,0.00241828954413148,1.0
R_2Ep8Ymfq8uSEw90_Q3,R_2Ep8Ymfq8uSEw90,organ-empire-comply,202,36,33,18,3,4.5,66.66666666666667,12.0,11.666666666666666,0.2185722955691269,0.024235937330457924,"[0.8536585365853658, 1.0, 1.0, 1.0, 1.0]",0.17792809520448957,0.008181312303430777,0.3333333333333333
R_8VyQYwyI8iMwwKJ_Q3,R_8VyQYwyI8iMwwKJ,organ-empire-comply,275,50,41,23,3,4.46,91.0,16.666666666666668,15.0,0.2133182574637794,0.020298147743398498,"[0.8113207547169812, 1.0, 1.0, 1.0, 1.0]",0.16884002344948904,0.002326763907264273,0.5
R_8kQG02fwq7ubaOB_Q3,R_8kQG02fwq7ubaOB,organ-empire-comply,376,75,55,26,5,3.933333333333333,74.2,15.0,13.6,0.21605459635074323,0.021552151867321553,"[0.6867469879518072, 0.9634146341463414, 0.9876543209876543, 1.0, 1.0]",0.19076488188334872,0.003145913866663408,1.0
R_2rra18JsIdbb7pI_Q3,R_2rra18JsIdbb7pI,organ-empire-comply,292,52,42,27,5,4.423076923076923,57.6,10.4,9.8,0.2101134270684332,0.03607818737174526,"[0.7301587301587301, 1.0, 1.0, 1.0, 1.0]",0.18108028514044625,0.008736424697956657,0.5
R_2So8IZ3DwEtmV0v_Q3,R_2So8IZ3DwEtmV0v,organ-empire-comply,300,61,49,23,8,3.7540983606557377,36.625,7.625,7.625,0.21432337482927344,0.16719258277594637,"[0.7297297297297297, 1.0, 1.0, 1.0, 1.0]",0.19789180415017263,0.00031652917627617017,0.5
R_8LtUJwc0nMwsLzG_Q3,R_8LtUJwc0nMwsLzG,organ-empire-comply,505,95,67,34,4,4.221052631578948,125.5,23.75,21.0,0.21098991628211664,0.019859696761543866,"[0.6571428571428571, 0.9711538461538461, 1.0, 1.0, 1.0]",0.18776348488671438,0.006983446270589777,1.0
R_8B3zak55aPwmX5t_Q3,R_8B3zak55aPwmX5t,organ-empire-comply,408,73,50,29,4,4.465753424657534,101.25,18.25,16.25,0.2097276518203942,0.004983208530745834,"[0.6309523809523809, 0.9156626506024096, 1.0, 1.0, 1.0]",0.16682483639035905,0.009507975194034624,0.5
R_8mJxG00fCL8kz05_Q3,R_8mJxG00fCL8kz05,organ-empire-comply,318,58,42,19,6,4.327586206896552,52.166666666666664,9.666666666666666,9.166666666666666,0.20597797492791337,0.18641804445357552,"[0.6666666666666666, 0.9411764705882353, 1.0, 1.0, 1.0]",0.17706596170152936,0.017007328978996317,0.5
R_2bxsVUkaSaFXjdD_Q3,R_2bxsVUkaSaFXjdD,organ-empire-comply,237,42,36,19,3,4.523809523809524,78.0,14.0,13.666666666666666,0.21256054563131946,0.016064058409796828,"[0.8085106382978723, 0.9782608695652174, 1.0, 1.0, 1.0]",0.19669549124581473,0.0038421875721841303,1.0
R_8d77LowRrq3xFfJ_Q3,R_8d77LowRrq3xFfJ,organ-empire-comply,361,62,52,25,2,4.709677419354839,180.0,31.0,27.0,0.20943646907806396,0.01758809239317327,"[0.7714285714285715, 0.9855072463768116, 1.0, 1.0, 1.0]",0.1851733786719186,0.010090340678695131,1.0
R_8U0c5Ms0PJ9VYTm_Q3,R_8U0c5Ms0PJ9VYTm,organ-empire-comply,315,61,45,23,5,4.081967213114754,62.2,12.2,11.8,0.2150784643742407,0.024408844964844842,"[0.696969696969697, 0.9846153846153847, 1.0, 1.0, 1.0]",0.17364514555249896,0.0011936499136583345,0.5
R_2sKl3oqSfQrqNI5_Q3,R_2sKl3oqSfQrqNI5,organ-empire-comply,817,142,90,53,7,4.633802816901408,115.85714285714286,20.285714285714285,18.285714285714285,0.21624009763208288,0.01946069702269539,"[0.5886075949367089, 0.9554140127388535, 1.0, 1.0, 1.0]",0.20080294609069824,0.003516916429342709,1.0
R_2JzuWAk6bRQPato_Q3,R_2JzuWAk6bRQPato,organ-empire-comply,248,49,38,19,3,4.0,81.66666666666667,16.333333333333332,15.333333333333334,0.20757650736479732,0.03313891490300497,"[0.75, 0.9803921568627451, 1.0, 1.0, 1.0]",0.18551357984542846,0.013810264105228398,1.0
