result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_interestingness
738fa2068ada,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",747,130,90,64,5,0.6923076923076923,4.653846153846154,148.6,26.0,22.4,0,0,0,7,1,0,8,0.2140932289499139,0.02434268222985632,"[0.014366173744201655, 0.010419935976120231, 0.004195590989262449, 0.019703663750128303]","[0.6923076923076923, 0.9534883720930233, 0.9921875, 1.0, 1.0]","[0.09230769230769231, 0.37209302325581395, 0.640625, 0.8818897637795275, 0.9841269841269841]",2.8,7,3.2410142187561544,9,10.0,11,74.63398630136987,10.103479452054795,0.2528450414991016,0.1236097606509175,0.08730990922314616,0.007692307692307693,0.07625022363620806,0.11312258375662157,0.15987927534089938,0.12776129401248434,0.0027717367543886318,0.5,0.012922902901967404
be6a2d94b2fc,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",634,109,81,50,5,0.7431192660550459,4.706422018348624,126.0,21.8,20.0,0,0,0,9,0,0,9,0.21101725159859172,0.007572970919675778,"[0.005567752798914416, 0.001414905327223076, 0.0017887594723942357, 0.006374524240819829]","[0.7431192660550459, 0.9907407407407407, 1.0, 1.0, 1.0]","[0.10091743119266056, 0.37037037037037035, 0.6355140186915887, 0.8207547169811321, 0.9428571428571428]",2.8,6,3.16744276977848,9,9.2,14,71.81945161290325,9.402967741935488,0.26567709596572076,0.11305360174630123,0.10812892446169187,0.01935483870967742,0.09056620044735494,0.15992508152100682,0.1423623575066699,0.08594092597132144,0.008923691457032978,0.125,0.012491114934285452
9b53d13cbdc3,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",831,136,96,68,5,0.7058823529411765,4.963235294117647,165.6,27.2,23.8,0,0,0,6,0,0,6,0.2122414021820641,0.010894959521936726,"[0.0020420293569008985, 0.009830310489192168, 0.006781375588792743, 0.003136203608987642]","[0.7058823529411765, 0.9703703703703703, 1.0, 1.0, 1.0]","[0.09558823529411764, 0.362962962962963, 0.6492537313432836, 0.7969924812030075, 0.9015151515151515]",2.4,6,3.3406127248690254,10,11.0,15,69.50455555555558,11.613901234567901,0.2567193675889328,0.12017629713281887,0.10522993914298262,0.031870255348516216,0.06993098688750862,0.15055461446765794,0.14146370537674885,0.11017914699471515,0.006475390290088201,0.125,0.0073226094245910645
31de7beafe8e,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",888,151,100,72,5,0.6622516556291391,4.754966887417218,176.8,30.2,26.0,0,0,0,7,0,0,7,0.21470132922529242,0.0023545738854021947,"[0.0031311523895883875, 0.00024409454030360767, 0.000416400339424694, 0.0009175005014877002]","[0.6622516556291391, 0.96, 0.9932885906040269, 1.0, 1.0]","[0.08609271523178808, 0.30666666666666664, 0.5973154362416108, 0.8243243243243243, 0.9387755102040817]",4.2,9,3.882594304759514,12,13.0,16,63.217837209302346,12.987627906976744,0.26955311355311357,0.12537362637362637,0.09374725274725275,0.04173260073260073,0.07065201465201465,0.1667069597069597,0.13414652014652015,0.0793468511622885,0.00155553620363158,0.16666666666666666,0.02336425781250001
9a4990f53a6b,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",929,168,97,71,5,0.5773809523809523,4.434523809523809,185.0,33.6,26.6,0,0,0,3,0,0,3,0.2115796156812242,0.019132673724062743,"[0.01164272526497781, 0.01928539776424476, 0.0015020180566638064, 0.005835206362239109]","[0.5773809523809523, 0.9221556886227545, 1.0, 1.0, 1.0]","[0.07738095238095238, 0.2874251497005988, 0.5301204819277109, 0.7333333333333333, 0.8536585365853658]",4.0,6,4.238288140430997,10,13.6,16,64.72100000000002,13.572936170212767,0.28017374517374516,0.11185113685113685,0.06970827970827971,0.01111111111111111,0.06335049335049335,0.1846889746889747,0.17030673530673532,0.12105085797931837,0.007798963291768046,0.5,0.02752513885498048
0ddb9d10d4a2,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",734,124,87,64,5,0.7016129032258065,4.766129032258065,146.0,24.8,21.0,0,0,0,6,0,0,6,0.21731252039945315,0.011783163132995392,"[0.00846621311373183, 0.006341979034945516, 0.0023548898833549436, 0.006403244233958494]","[0.7016129032258065, 0.991869918699187, 1.0, 1.0, 1.0]","[0.0967741935483871, 0.3821138211382114, 0.7213114754098361, 0.9173553719008265, 0.975]",4.6,11,3.013045755050842,8,7.4,8,74.55318367346942,10.164435374149658,0.30891358831862265,0.12096243023016477,0.06496797549429129,0.039362294625452515,0.052994200477038005,0.13239378639836305,0.11548375770343733,0.10346283342527307,0.0036668461446898726,0.16666666666666666,0.016662776470184326
1a4727903bc1,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",830,145,98,61,5,0.6758620689655173,4.606896551724138,165.2,29.0,26.2,0,0,0,4,1,0,5,0.2123975304632239,0.016430965935645372,"[0.017669743146651845, 0.004238580472288089, 0.006844015776762469, 0.004109592475588342]","[0.6758620689655173, 0.9861111111111112, 1.0, 1.0, 1.0]","[0.07586206896551724, 0.2986111111111111, 0.5804195804195804, 0.8309859154929577, 0.950354609929078]",4.8,7,3.9641082082172763,11,10.8,13,69.94231901840492,11.602527607361967,0.30015810729059367,0.11705624732847963,0.0682429979889145,0.021194879089615933,0.06125745397977703,0.1526132199090457,0.17827289565946552,0.08287974285042804,0.0061631337277686105,0.125,0.023069918155670166
2abe415aa495,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",756,131,95,60,5,0.7251908396946565,4.656488549618321,150.4,26.2,23.4,0,0,0,6,0,0,6,0.21580736411493376,0.010872565499155482,"[0.004889115309103936, 0.007005133253314089, 0.00011501207456482421, 0.009735870361328114]","[0.7251908396946565, 1.0, 1.0, 1.0, 1.0]","[0.0916030534351145, 0.3923076923076923, 0.6976744186046512, 0.890625, 0.968503937007874]",4.2,7,3.137026249224899,9,11.0,15,77.7933691275168,9.811865771812084,0.2848068029477325,0.14831314501479417,0.05967631263733213,0.029780149607735812,0.08265767909695945,0.12222618849305505,0.12880543855056598,0.0901142980741418,0.000656533575651097,0.16666666666666666,0.018524861335754372
fd61bce92b42,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",904,158,106,73,5,0.6708860759493671,4.620253164556962,180.0,31.6,26.8,0,0,0,5,0,0,5,0.21677860372687038,0.014859995472934637,"[0.005662584226895001, 0.006239647014078753, 0.0025573664477893387, 0.01526039325710618]","[0.6708860759493671, 0.9681528662420382, 1.0, 1.0, 1.0]","[0.06962025316455696, 0.31210191082802546, 0.5769230769230769, 0.7741935483870968, 0.8831168831168831]",3.8,5,3.8828794522852537,12,13.0,17,70.53509392265195,12.414187845303868,0.27645545208679084,0.1274328477472494,0.09003273096072285,0.02,0.051242239842645525,0.15637631384842338,0.1511000215133075,0.09586350555005281,0.0025990127995243473,0.16666666666666666,0.01715891361236571
7e8a6a06994c,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",855,153,99,64,5,0.6470588235294118,4.496732026143791,170.2,30.6,26.0,0,0,0,4,1,0,5,0.21457505915018302,0.009915146334240121,"[0.005083351548201109, 0.00651859514806441, 0.004616987309343373, 0.00361135866287135]","[0.6470588235294118, 0.9539473684210527, 1.0, 1.0, 1.0]","[0.0718954248366013, 0.3157894736842105, 0.5629139072847682, 0.78, 0.912751677852349]",4.4,8,3.483358793576185,11,12.4,15,69.71147368421055,12.03221052631579,0.2870743034055728,0.11047717332547054,0.08058872671875768,0.010526315789473684,0.06730674726030764,0.16766671580913067,0.1309155241043786,0.08836688943531203,0.0018080763538503852,0.125,0.020847121874491392
87f678d20182,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",842,144,96,65,5,0.6666666666666666,4.715277777777778,167.6,28.8,24.2,0,0,0,4,2,0,6,0.21664948486364805,0.005290738079044566,"[1.735127333438169e-05, 0.0017612982428434898, 0.005140589483273311, 0.0036622371586379487]","[0.6666666666666666, 0.965034965034965, 1.0, 1.0, 1.0]","[0.08333333333333333, 0.34965034965034963, 0.6197183098591549, 0.8014184397163121, 0.9285714285714286]",4.2,8,4.016888438225921,11,11.0,13,68.3088536585366,11.880048780487808,0.24217210193441094,0.12905371682960817,0.08404312156434397,0.03854469117627012,0.08166621154736604,0.1885276956584257,0.1122741497953722,0.12234017641648003,0.0023407750730796706,0.5,0.003368675708770752
e063211acc2a,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",934,163,106,72,5,0.6503067484662577,4.6503067484662575,186.0,32.6,28.2,0,0,0,10,0,0,10,0.21356605240530066,0.0017898578442460539,"[0.0006129275224789899, 3.6806932517452484e-05, 0.0009059669587003216, 0.002024014274795344]","[0.6503067484662577, 0.9444444444444444, 0.9875776397515528, 1.0, 1.0]","[0.06748466257668712, 0.2716049382716049, 0.515527950310559, 0.7125, 0.8679245283018868]",3.6,5,4.245556522110646,13,12.2,20,62.73934078212294,13.402167597765363,0.27028201318841716,0.13138061354810124,0.11671253942189902,0.022713529856387,0.09329423723512394,0.1481682174785623,0.1614851304506477,0.09075787533884463,0.003826089843615099,0.125,0.003714919090270996
18b653a3a104,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",824,144,99,65,5,0.6875,4.604166666666667,164.0,28.8,25.0,0,0,0,6,0,0,6,0.21513110399246216,0.007444078112259875,"[0.0011701422242017812, 0.005953427655991411, 0.005216875554242606, 0.0025477107900839513]","[0.6875, 0.965034965034965, 1.0, 1.0, 1.0]","[0.0763888888888889, 0.32167832167832167, 0.6197183098591549, 0.8439716312056738, 0.9642857142857143]",4.6,7,3.5100734146303765,10,11.2,15,68.82470731707319,11.808097560975611,0.2881008631008631,0.12661910161910161,0.09144931644931645,0.018503118503118504,0.06806684306684307,0.16850469350469352,0.13613211113211113,0.08396869897842407,0.0006959866692921035,0.16666666666666666,0.005400180816650391
eefc04d28abe,"['gpt-4', 'gloom-payment-exist']","['model', 'id']",843,134,99,69,5,0.7388059701492538,5.126865671641791,167.8,26.8,23.8,0,0,0,4,3,0,7,0.21493287533140548,0.005009521736179787,"[0.0016777072759235623, 0.0007855974094212459, 0.0018289393278463628, 0.005726799459168402]","[0.7388059701492538, 0.9849624060150376, 1.0, 1.0, 1.0]","[0.09701492537313433, 0.41353383458646614, 0.7045454545454546, 0.9007633587786259, 0.9769230769230769]",4.4,6,3.488723723723724,10,9.6,12,67.13694936708865,11.745392405063292,0.27510496671786994,0.13221198156682026,0.09941116231438812,0.006666666666666666,0.06253968253968253,0.13638504864311315,0.12024065540194573,0.10529095971066019,0.0010924439914054562,0.16666666666666666,0.004762959480285656
c3587368ee3a,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",1051,179,112,84,5,0.6256983240223464,4.731843575418995,209.4,35.8,29.4,0,0,0,4,1,0,5,0.21651059281395144,0.00985262202475573,"[0.008073282862141096, 0.008990478941158397, 0.0025104854069743776, 0.00013099683923759042]","[0.6256983240223464, 0.949438202247191, 1.0, 1.0, 1.0]","[0.0670391061452514, 0.2640449438202247, 0.5310734463276836, 0.7215909090909091, 0.8685714285714285]",5.2,9,3.7630253936356075,11,12.4,18,58.240300970873776,15.371203883495149,0.30041882061256875,0.1227072002164382,0.08240766217824613,0.022015355849942315,0.040005943898027044,0.16175734961028365,0.17214700254748191,0.08961579333180966,0.003616749963315513,0.14285714285714285,0.048464944868376714
5fc8584d5bd9,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",944,160,106,71,5,0.6625,4.775,188.2,32.0,28.2,0,0,0,5,0,0,5,0.2157256387369014,0.027714397706887814,"[0.02119005677245911, 0.022688589449767205, 0.0028829357344589135, 0.0086672134570904]","[0.6625, 0.9559748427672956, 1.0, 1.0, 1.0]","[0.0875, 0.34591194968553457, 0.6392405063291139, 0.8280254777070064, 0.9487179487179487]",5.4,9,4.037106665586542,13,12.8,19,66.59419672131149,13.063234972677598,0.2911458067475245,0.0999337897769936,0.08763422365739354,0.011714770797962648,0.058692070678488334,0.15152420372034872,0.14059374664787627,0.11754283697708794,0.005186658117415588,0.14285714285714285,0.06368996756417411
5e35a5e884c0,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",676,114,81,55,5,0.7105263157894737,4.824561403508772,134.4,22.8,19.4,0,0,0,2,2,0,4,0.21370038127256966,0.010488176589960124,"[0.0002463260082283536, 0.0009008649795774482, 0.010638509090844711, 0.009190653101269736]","[0.7105263157894737, 0.9734513274336283, 1.0, 1.0, 1.0]","[0.10526315789473684, 0.35398230088495575, 0.5982142857142857, 0.7927927927927928, 0.8909090909090909]",2.6,5,3.440858707119211,9,9.0,10,81.43436641221376,8.40967938931298,0.3024790024790025,0.12918562918562917,0.04270914270914271,0.007407407407407407,0.05185185185185185,0.20377770377770377,0.11455951455951456,0.10337280708810558,0.009237173046079072,0.2,0.041047637519382285
be1de831c4a8,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",902,159,106,75,5,0.6666666666666666,4.540880503144654,179.8,31.8,27.0,0,0,0,4,2,0,6,0.21402521863713994,0.006159242000662868,"[0.0021979706627981987, 0.005242638321050319, 0.0038424949762899396, 0.0010353800411872782]","[0.6666666666666666, 0.9620253164556962, 0.9936305732484076, 1.0, 1.0]","[0.0880503144654088, 0.310126582278481, 0.5923566878980892, 0.782051282051282, 0.9032258064516129]",3.6,6,4.09228927122754,14,11.8,19,72.00908695652176,12.357652173913042,0.2613909194554356,0.12787874723358594,0.0968323161871549,0.007692307692307693,0.05467775467775468,0.16033129904097645,0.15804439675407417,0.10785670643267424,0.008587498316938502,0.14285714285714285,0.04732762972513832
6e750d4fd847,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",892,153,98,72,5,0.6405228758169934,4.738562091503268,177.6,30.6,27.6,0,0,0,2,3,0,5,0.21682084770363075,0.007685564772490078,"[0.004722461009140311, 0.007148516333960242, 0.001987693288870024, 0.001512458913009579]","[0.6405228758169934, 0.9868421052631579, 1.0, 1.0, 1.0]","[0.08496732026143791, 0.375, 0.6887417218543046, 0.9066666666666666, 0.9798657718120806]",3.4,5,3.5237785868970275,11,10.2,12,71.24028571428572,12.017714285714288,0.2825879467214284,0.08969190838823764,0.09122888679729614,0.019799777530589542,0.03739767833204986,0.13729648327201163,0.1430831978551667,0.10804985917132834,0.0029962401839568886,0.2,0.040238906088329474
b0f11eab1d9d,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",929,158,102,73,5,0.6455696202531646,4.7974683544303796,185.0,31.6,26.4,0,0,0,2,0,0,2,0.21648879884494132,0.01617342482058684,"[0.003018929398193426, 0.004849037669953843, 0.013348650801312784, 0.011130231771713628]","[0.6455696202531646, 0.9681528662420382, 1.0, 1.0, 1.0]","[0.08227848101265822, 0.3248407643312102, 0.6217948717948718, 0.832258064516129, 0.935064935064935]",4.6,7,3.6394715931247563,11,10.6,17,64.9557142857143,12.894285714285715,0.26326152462880614,0.12077410026487813,0.09483244635610313,0.010711768851303736,0.03508359456635319,0.14932929940949188,0.15588503317051833,0.10753659580064856,0.0036603379013357418,0.14285714285714285,0.05248058182852605
626cb179acfe,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",927,159,109,73,5,0.6855345911949685,4.6918238993710695,184.6,31.8,27.8,0,0,0,7,1,0,8,0.21818804677400053,0.007072693191347915,"[0.004965943964867797, 0.004727245583420692, 0.003169065430050799, 0.0012831314043565412]","[0.6855345911949685, 0.9556962025316456, 0.9936305732484076, 1.0, 1.0]","[0.07547169811320754, 0.379746835443038, 0.7006369426751592, 0.8974358974358975, 0.9741935483870968]",4.0,6,3.7017831854964207,12,11.4,16,66.95147826086958,13.06308695652174,0.23310740207291933,0.15032166963201446,0.08175435623711486,0.050058459713632125,0.06442316925075546,0.14552232483266966,0.13931542828094554,0.08345661215160204,0.00026184204321733073,0.16666666666666666,0.045034174975894736
bf3986d989bc,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",852,149,100,70,5,0.6711409395973155,4.590604026845638,169.6,29.8,24.4,0,0,0,1,3,0,4,0.21570312826282984,0.010392987981355614,"[0.006109828930912609, 0.006383818021991811, 0.0069356525716511574, 0.0013566764381556518]","[0.6711409395973155, 0.9391891891891891, 0.9863945578231292, 1.0, 1.0]","[0.087248322147651, 0.33783783783783783, 0.6190476190476191, 0.815068493150685, 0.9379310344827586]",3.2,6,3.6304091537493495,11,11.4,14,80.42542857142858,10.73657142857143,0.31075246469983314,0.07348438664228138,0.07166180192495981,0.019001896633475582,0.024265054528212423,0.1900135781714729,0.1118699697647066,0.13477090130681577,0.005231679065558714,0.2,0.06539371302633573
04e4955d1efc,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",957,160,100,73,5,0.625,4.85625,190.6,32.0,26.4,0,0,0,1,1,0,2,0.21935737321275192,0.01720541212047791,"[0.013230108981039018, 0.008813517389733821, 0.0037446322004779375, 0.00862256566970504]","[0.625, 0.9559748427672956, 1.0, 1.0, 1.0]","[0.08125, 0.3522012578616352, 0.6518987341772152, 0.8535031847133758, 0.9423076923076923]",4.2,7,3.572679925780142,11,10.6,13,65.76592307692309,13.129076923076926,0.2722957439632013,0.0951373492526244,0.07741496605348598,0.013097713097713098,0.019153225806451613,0.1596246306516705,0.14282216642273568,0.11082510585370271,0.0020768108342854585,0.2,0.05871208707491554
875e3504a421,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",980,158,107,78,5,0.6772151898734177,5.050632911392405,195.2,31.6,26.8,0,0,0,8,3,0,11,0.2149488423770164,0.011067516910456585,"[0.009137492159228322, 0.005478568228728914, 0.0013184482780910778, 0.0062005251548648554]","[0.6772151898734177, 0.9745222929936306, 1.0, 1.0, 1.0]","[0.0759493670886076, 0.3375796178343949, 0.6474358974358975, 0.8258064516129032, 0.9285714285714286]",4.4,7,3.5542202909872085,9,10.8,15,67.08255614973265,13.193860962566845,0.27865026927095893,0.1292798542453715,0.09196559762077003,0.03031857031857032,0.0820262036813761,0.12599180130214613,0.12148841197117059,0.10381738258444745,0.006740250837185602,0.2,0.03534973575955341
b6ae3ae96d05,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",910,158,104,69,5,0.6582278481012658,4.6645569620253164,181.2,31.6,26.8,0,0,0,3,1,0,4,0.21214029507970364,0.009126685196028272,"[0.00802788542303845, 0.0017210640313424508, 0.004741556567824989, 0.0037628643698506548]","[0.6582278481012658, 0.9617834394904459, 0.9935897435897436, 1.0, 1.0]","[0.08227848101265822, 0.29936305732484075, 0.5897435897435898, 0.7870967741935484, 0.9155844155844156]",5.0,7,3.8539215711467616,10,13.4,15,68.14128813559323,12.549333333333333,0.2533873109038186,0.12427820284386681,0.07084477518079865,0.0111518708730741,0.062087831464207106,0.19225186039199246,0.12236523075848094,0.09931031258209892,0.012357345431811106,0.2,0.05170736199333553
95a61b1b305f,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",814,139,100,67,5,0.7194244604316546,4.748201438848921,162.0,27.8,25.2,0,0,0,5,1,0,6,0.21782604791308247,0.01823979923219393,"[0.00028371977986713093, 0.003691945473353081, 0.017175522943337768, 0.015328410267829884]","[0.7194244604316546, 0.9782608695652174, 1.0, 1.0, 1.0]","[0.08633093525179857, 0.37681159420289856, 0.6861313868613139, 0.8970588235294118, 0.9777777777777777]",4.2,7,3.7654113724005334,12,11.2,15,76.00750000000002,10.607500000000002,0.26467340559412167,0.10193507354632673,0.1070582822500981,0.029392819929904328,0.06001840349666436,0.14306485879375905,0.11981894206958145,0.12981888003971265,0.0009858397650534534,0.14285714285714285,0.05776527155013306
417d520732d1,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",824,139,90,64,5,0.6474820143884892,4.776978417266187,164.0,27.8,24.2,0,0,0,2,1,0,3,0.21400155538013058,0.01738739245789815,"[0.01457159957844456, 0.010857416487438765, 0.008685724590069194, 0.0006600442598437839]","[0.6474820143884892, 0.9492753623188406, 0.9927007299270073, 1.0, 1.0]","[0.09352517985611511, 0.37681159420289856, 0.656934306569343, 0.8382352941176471, 0.9555555555555556]",4.2,10,3.4354865424430643,10,10.4,13,74.31349068322983,10.893465838509318,0.24638157894736842,0.13443859649122808,0.05516666666666667,0.013263157894736841,0.03376315789473684,0.17274561403508773,0.12570614035087718,0.11211786321971727,0.008634824830957233,0.2,0.051303253855024045
f780f6dfb532,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",932,168,110,81,5,0.6547619047619048,4.4226190476190474,185.6,33.6,27.2,0,0,0,1,2,0,3,0.21697047847656556,0.009609245760871563,"[0.007192801299437973, 0.00670736793315771, 0.003303442801628892, 0.0020148794875185505]","[0.6547619047619048, 0.9461077844311377, 1.0, 1.0, 1.0]","[0.07738095238095238, 0.2634730538922156, 0.5120481927710844, 0.7515151515151515, 0.8841463414634146]",3.8,5,4.187409312263963,12,12.0,16,72.97413471502593,12.670217616580313,0.31635307781649247,0.13639953542392566,0.03760743321718931,0.03249709639953542,0.04213704994192799,0.19256678281068526,0.14318234610917538,0.09533578934876816,0.0026969786380872662,0.16666666666666666,0.04581203924285038
09ac03e321d2,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",895,154,106,73,5,0.6883116883116883,4.714285714285714,178.2,30.8,26.4,0,0,0,3,2,0,5,0.2155509471575782,0.016032412580468447,"[0.01155163036151366, 0.008045636569008696, 0.006475467031652277, 0.005992091198762262]","[0.6883116883116883, 0.9607843137254902, 1.0, 1.0, 1.0]","[0.08441558441558442, 0.33986928104575165, 0.6381578947368421, 0.8543046357615894, 0.9466666666666667]",3.8,7,3.8242250593196085,13,13.2,21,68.53334104046245,12.295907514450871,0.26935757267565047,0.13882193406220866,0.08195440291550131,0.04709636409865243,0.04571404356301381,0.18181032290872107,0.11016950589032969,0.11889191036639006,0.005536041276061998,0.2,0.04218994776407875
8a6f736f692c,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",822,144,101,72,5,0.7013888888888888,4.597222222222222,163.6,28.8,25.4,0,0,0,4,0,0,4,0.21620743956084543,0.015083777164322076,"[0.009977950964098647, 0.015054423240275144, 0.0037590296439874993, 0.0013761504802828617]","[0.7013888888888888, 0.972027972027972, 1.0, 1.0, 1.0]","[0.09027777777777778, 0.3356643356643357, 0.6549295774647887, 0.8368794326241135, 0.9642857142857143]",3.0,6,3.792281528517467,11,10.6,13,74.2671204819277,11.148361445783134,0.283951693629113,0.11938067099357422,0.08942490877974749,0.02192192192192192,0.03578094223255514,0.14805450611902224,0.14889082631018113,0.09639863864235255,0.004223056469527531,0.16666666666666666,0.05217377685365221
286582c508a6,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",787,136,94,67,5,0.6911764705882353,4.632352941176471,156.6,27.2,23.6,0,0,0,8,1,0,9,0.217429513523666,0.015218730747602827,"[0.00992462830535018, 0.011946991930437412, 0.004640329670120069, 0.003925511589297992]","[0.6911764705882353, 0.9629629629629629, 1.0, 1.0, 1.0]","[0.09558823529411764, 0.32592592592592595, 0.6194029850746269, 0.7894736842105263, 0.8863636363636364]",4.4,8,3.246129923793133,8,9.4,12,75.59196226415095,10.615773584905664,0.2851748251748252,0.12341783216783217,0.08231643356643356,0.0225,0.06519230769230769,0.15054195804195805,0.15872377622377623,0.10574505121811577,0.0017789085438864038,0.14285714285714285,0.03325624863306681
bb5fe62c2989,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",986,181,115,84,5,0.6353591160220995,4.337016574585635,196.4,36.2,29.4,0,0,0,9,0,0,9,0.21132286529874775,0.006009419564328156,"[0.0055626646365994625, 0.002157342767849013, 0.0034208722302479233, 0.0008779594939599122]","[0.6353591160220995, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.0718232044198895, 0.3111111111111111, 0.6368715083798883, 0.8595505617977528, 0.9548022598870056]",4.4,7,3.640913752913753,9,12.4,16,66.0453205741627,14.43161722488038,0.22961469329890383,0.1339117680565049,0.08081874509506087,0.015216861598440545,0.05498398774714564,0.1764751525277841,0.15582456773246248,0.10298449319341908,0.01399220499372289,0.16666666666666666,0.03155335585276281
5d78aee26db9,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",960,170,108,78,5,0.6352941176470588,4.529411764705882,191.2,34.0,27.8,0,0,0,7,0,0,7,0.21513322306362104,0.016545233717239483,"[0.010288243453740048, 0.0016223201898633577, 0.008216385811389448, 0.012963517979486111]","[0.6352941176470588, 0.9526627218934911, 1.0, 1.0, 1.0]","[0.07058823529411765, 0.28402366863905326, 0.5595238095238095, 0.7664670658682635, 0.8855421686746988]",4.6,7,3.9581573840844304,11,12.2,15,70.93190909090912,13.20349494949495,0.3013695213643866,0.11671520264074821,0.0897619658903356,0.005263157894736842,0.051599853291766,0.1671179167430772,0.14435099944984411,0.11751004146492999,0.00637148946397631,0.2,0.05935233169131804
3d0a7a96c450,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",903,158,107,74,5,0.6772151898734177,4.563291139240507,179.8,31.6,27.4,0,0,0,1,8,0,9,0.21428501407378958,0.014738193771833288,"[0.01489370030626641, 0.007310980285694407, 0.0028047279692163807, 0.004466978982489378]","[0.6772151898734177, 0.9681528662420382, 1.0, 1.0, 1.0]","[0.0759493670886076, 0.3184713375796178, 0.5897435897435898, 0.8064516129032258, 0.948051948051948]",3.6,6,3.6422290419087155,9,11.0,13,72.46886956521739,12.293521739130437,0.26239388866163715,0.1303164258032412,0.09446059806100374,0.036566663011896275,0.06296013207777913,0.17028049659895503,0.13634392408479631,0.13450103220732315,0.008067907443639222,1.0,0.07154000094442653
5a4436748fda,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",995,174,117,82,5,0.6724137931034483,4.597701149425287,198.2,34.8,30.0,0,0,0,7,1,0,8,0.21443484680941938,0.018479228339664297,"[0.015545074875070869, 0.010223566294559117, 0.009090179787887315, 0.0020996357218112938]","[0.6724137931034483, 0.976878612716763, 1.0, 1.0, 1.0]","[0.06896551724137931, 0.3063583815028902, 0.5755813953488372, 0.8070175438596491, 0.9294117647058824]",5.4,9,3.596646589700407,9,11.2,14,65.8046363636364,13.918646464646468,0.2989203778677463,0.12464237516869096,0.09011246063877643,0.020647773279352227,0.04505623031938821,0.14798920377867747,0.17038236617183986,0.10122190610222194,0.00776824197237963,0.14285714285714285,0.026591518663224678
05b50a521f48,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",722,119,88,58,5,0.7394957983193278,4.915966386554622,143.6,23.8,21.2,0,0,0,2,4,0,6,0.2120941037924017,0.007680746792873616,"[0.003768218235642301, 0.0026031256097705513, 0.006387729729924879, 0.0026024200104095008]","[0.7394957983193278, 0.9576271186440678, 1.0, 1.0, 1.0]","[0.1092436974789916, 0.4067796610169492, 0.6581196581196581, 0.8620689655172413, 0.9739130434782609]",3.2,5,3.6717479359066223,12,9.6,14,72.10720863309353,10.108115107913672,0.25586537645361174,0.15170189287836347,0.05613700025464731,0.014215686274509804,0.07803454715219421,0.1631822425940073,0.14946948476360242,0.10808183317599089,0.012449728006414973,0.2,0.04179178306034631
